Sending Timestamp,Response Timestamp,Latency (ms),Payload Size,Status Code,Response
2025-01-08T08:00:33.554112Z,2025-01-08T08:00:33.624861Z,35.374500000000005,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.607775Z"",""token"":""""}"
2025-01-08T08:00:33.565219Z,2025-01-08T08:00:33.635119Z,34.95,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.624388Z"",""token"":""""}"
2025-01-08T08:00:33.577733Z,2025-01-08T08:00:33.635119Z,28.693,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.623893Z"",""token"":""""}"
2025-01-08T08:00:33.590444Z,2025-01-08T08:00:33.655775Z,32.6655,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.63912Z"",""token"":""""}"
2025-01-08T08:00:33.602602Z,2025-01-08T08:00:33.655775Z,26.586499999999997,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.640473Z"",""token"":""""}"
2025-01-08T08:00:33.613454Z,2025-01-08T08:00:33.666226Z,26.386,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.651402Z"",""token"":""""}"
2025-01-08T08:00:33.624185Z,2025-01-08T08:00:33.687726Z,31.7705,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.670492Z"",""token"":""""}"
2025-01-08T08:00:33.635119Z,2025-01-08T08:00:33.706997Z,35.939,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.68725Z"",""token"":""""}"
2025-01-08T08:00:33.645452Z,2025-01-08T08:00:33.719888Z,37.218,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.702428Z"",""token"":""""}"
2025-01-08T08:00:33.655775Z,2025-01-08T08:00:33.710032Z,27.1285,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.693417Z"",""token"":""""}"
2025-01-08T08:00:33.666226Z,2025-01-08T08:00:33.719888Z,26.831,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.703279Z"",""token"":""""}"
2025-01-08T08:00:33.677189Z,2025-01-08T08:00:33.730234Z,26.5225,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.717797Z"",""token"":""""}"
2025-01-08T08:00:33.687726Z,2025-01-08T08:00:33.751564Z,31.919000000000004,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.734633Z"",""token"":""""}"
2025-01-08T08:00:33.698285Z,2025-01-08T08:00:33.769077Z,35.395999999999994,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.749701Z"",""token"":""""}"
2025-01-08T08:00:33.709155Z,2025-01-08T08:00:33.761847Z,26.346,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.746462Z"",""token"":""""}"
2025-01-08T08:00:33.719888Z,2025-01-08T08:00:33.784627Z,32.3695,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.765914Z"",""token"":""""}"
2025-01-08T08:00:33.730234Z,2025-01-08T08:00:33.797010Z,33.388,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.781536Z"",""token"":""""}"
2025-01-08T08:00:33.741046Z,2025-01-08T08:00:33.793772Z,26.363,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.777604Z"",""token"":""""}"
2025-01-08T08:00:33.751564Z,2025-01-08T08:00:33.814954Z,31.695,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.797362Z"",""token"":""""}"
2025-01-08T08:00:33.761847Z,2025-01-08T08:00:33.817285Z,27.719,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.798485Z"",""token"":""""}"
2025-01-08T08:00:33.772262Z,2025-01-08T08:00:33.828346Z,28.042,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.809202Z"",""token"":""""}"
2025-01-08T08:00:33.782949Z,2025-01-08T08:00:33.845725Z,31.387999999999998,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.829464Z"",""token"":""""}"
2025-01-08T08:00:33.793772Z,2025-01-08T08:00:33.845725Z,25.976499999999998,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.830831Z"",""token"":""""}"
2025-01-08T08:00:33.804399Z,2025-01-08T08:00:33.858954Z,27.2775,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.841336Z"",""token"":""""}"
2025-01-08T08:00:33.814954Z,2025-01-08T08:00:33.879333Z,32.1895,medium,200,"{""accepted"":""accepted"",""utm_ts"":""2025-01-08T08:00:33.860573Z"",""token"":""""}"
